"area","price","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition"
1392,166000,20,"RL",80,11900,"Pave","IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1957,1957,"Gable","CompShg","HdBoard","HdBoard","BrkFace",387,"TA","TA","CBlock","TA","TA","SomeAggedLvls",1040,0,352,1392,"GasA","TA","Y",1392,0,0,1,0,1,1,3,1,"TA",6,"Typ",2,"Attchd",1957,"RFn",2,458,"TA","TA","Y",0,0,0,0,192,0,0,6,2008,"WD ","Normal"
1080,136000,20,"RL",75,9464,"Pave","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1958,1958,"Hip","CompShg","MetalSd","MetalSd","BrkFace",135,"TA","SomeAggedLvls","CBlock","TA","TA","SomeAggedLvls",570,0,510,1080,"GasA","Gd","Y",1080,0,0,0,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1958,"Unf",1,288,"TA","TA","Y",0,0,0,0,130,0,0,6,2008,"WD ","Normal"
1104,133000,20,"RL",75,10425,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1956,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",774,0,330,1104,"GasA","Gd","Y",1104,0,0,1,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1956,"RFn",1,384,"TA","TA","Y",0,0,0,0,0,0,0,4,2008,"WD ","Normal"
882,116000,20,"RL",60,11556,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1952,1952,"Gable","CompShg","MetalSd","MetalSd","SomeAggedLvls",52,"TA","TA","CBlock","TA","TA","SomeAggedLvls",148,0,572,720,"GasA","Ex","Y",882,0,0,1,0,1,0,2,1,"Gd",4,"Typ",0,"Attchd",1952,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,0,5,2008,"WD ","Normal"
1152,137500,20,"RL",102,9373,"Pave","IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1953,1953,"Gable","CompShg","MetalSd","MetalSd","BrkFace",84,"TA","TA","CBlock","TA","TA","SomeAggedLvls",500,196,456,1152,"GasA","TA","Y",1152,0,0,0,0,1,1,3,1,"TA",6,"Typ",0,"Detchd",1971,"Unf",2,636,"TA","TA","Y",0,0,0,0,0,0,0,5,2008,"WD ","Normal"
1790,180000,20,"RL",95,14250,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1957,1957,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","BrkFace",360,"TA","TA","CBlock","TA","TA","Unf",0,0,998,998,"GasA","TA","Y",1790,0,0,0,0,2,0,3,1,"TA",6,"Typ",2,"Attchd",1957,"Fin",2,540,"TA","TA","Y",0,40,0,0,0,0,1500,9,2008,"WD ","Normal"
952,139000,20,"RL",60,7350,"Pave","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,1951,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","ALQ",852,0,100,952,"GasA","TA","Y",952,0,0,1,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1988,"Unf",2,840,"TA","TA","Y",0,0,0,0,0,0,0,6,2008,"SomeAggedLvls","SomeAggedLvls"
773,110000,20,"RL",57,7677,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1953,1953,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",570,0,203,773,"GasA","Gd","Y",773,0,0,0,0,1,0,2,1,"TA",4,"Typ",0,"Attchd",1953,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,0,4,2008,"WD ","SomeAggedLvls"
1216,118500,50,"RL",80,8480,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",5,5,1947,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",442,0,390,832,"GasA","TA","Y",832,384,0,0,0,1,0,2,1,"TA",6,"Typ",0,"Detchd",1947,"Unf",1,336,"TA","TA","Y",158,0,102,0,0,0,0,10,2008,"SomeAggedLvls","SomeAggedLvls"
1824,146000,90,"RL",76,12436,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","SomeAggedLvls","1Story",5,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Unf",0,0,1824,1824,"GasA","SomeAggedLvls","Y",1824,0,0,0,0,2,0,5,2,"TA",9,"Typ",0,"Detchd",1958,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,0,1,2008,"WD ","Normal"
1159,114000,50,"RL",45,7506,"Pave","Reg","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",5,8,1925,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","SomeAggedLvls","PConc","TA","TA","Unf",0,0,747,747,"GasA","TA","Y",747,412,0,0,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1932,"Unf",1,288,"SomeAggedLvls","TA","SomeAggedLvls",84,0,96,0,0,0,0,5,2008,"WD ","Normal"
1558,140000,50,"RL",60,10930,"Pave","Reg","SomeAggedLvls","Inside","Gtl","NAmes","SomeAggedLvls","Norm","1Fam","1.5Fin",5,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",580,0,333,913,"GasA","TA","Y",1048,510,0,1,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1962,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,0,4,2008,"WD ","Normal"
672,86900,30,"RL",60,5400,"Pave","Reg","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",4,7,1940,2005,"SomeAggedLvls","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","TA","TA","Unf",0,0,672,672,"GasA","Gd","Y",672,0,0,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1997,"Unf",1,308,"TA","TA","SomeAggedLvls",88,108,0,0,0,0,0,7,2008,"WD ","Normal"
1436,139000,50,"RL",60,10836,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",5,5,1922,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Unf",0,0,892,892,"GasA","Ex","Y",1254,182,0,0,1,1,0,3,1,"TA",7,"Typ",1,"Detchd",1968,"Unf",4,1488,"SomeAggedLvls","TA","SomeAggedLvls",0,0,100,0,0,0,0,6,2008,"WD ","Normal"
1716,171000,60,"RL",70,9247,"Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,6,1962,1962,"Gable","CompShg","HdBoard","HdBoard","BrkFace",318,"TA","TA","CBlock","TA","TA","SomeAggedLvls",319,0,539,858,"GasA","Ex","Y",858,858,0,0,0,1,1,4,1,"TA",8,"Typ",1,"Attchd",1962,"Fin",2,490,"TA","TA","Y",0,84,0,0,120,0,0,3,2008,"WD ","Normal"
1044,139000,20,"RL",78,10180,"Pave","IR1","Lvl","Corner","Gtl","NAmes","SomeAggedLvls","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","HdBoard","SomeAggedLvls","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",744,0,168,912,"GasA","TA","Y",1044,0,0,0,1,1,1,3,1,"TA",5,"Typ",1,"Attchd",1990,"Fin",2,372,"TA","TA","Y",200,48,0,0,0,0,450,6,2008,"WD ","Normal"
1312,186000,20,"RL",76,11355,"Pave","IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,7,1958,2001,"Gable","SomeAggedLvls","HdBoard","HdBoard","BrkFace",125,"TA","TA","CBlock","TA","TA","SomeAggedLvls",637,0,675,1312,"GasA","Ex","Y",1312,0,0,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1958,"RFn",2,495,"TA","TA","Y",0,304,144,0,0,0,6500,4,2008,"WD ","Normal"
2069,242000,20,"RL",313,27650,"Pave","SomeAggedLvls","SomeAggedLvls","Inside","SomeAggedLvls","NAmes","SomeAggedLvls","Norm","1Fam","1Story",7,7,1960,2007,"SomeAggedLvls","SomeAggedLvls","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","GLQ",425,0,160,585,"GasA","Ex","Y",2069,0,0,1,0,2,0,4,1,"Gd",9,"Typ",1,"Attchd",1960,"RFn",2,505,"TA","TA","Y",0,0,0,0,0,0,0,11,2008,"WD ","Normal"
910,116000,20,"RL",74,8892,"Pave","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,1996,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"Gd","TA","SomeAggedLvls","TA","TA","Unf",0,0,105,105,"GasA","Gd","Y",910,0,0,0,0,1,0,3,1,"Gd",5,"Typ",0,"Attchd",1953,"Unf",2,414,"TA","TA","Y",196,0,150,0,0,0,0,10,2008,"WD ","Normal"
876,94000,20,"RL",60,7200,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,1951,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","SomeAggedLvls","TA","SomeAggedLvls",432,0,444,876,"GasA","TA","Y",876,0,0,0,0,1,0,2,1,"TA",5,"Typ",1,"Detchd",1972,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,0,2,2008,"WD ","SomeAggedLvls"
1507,127000,80,"RL",70,7910,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","SomeAggedLvls",5,5,1960,1960,"Hip","CompShg","SomeAggedLvls","HdBoard","None",0,"TA","TA","CBlock","TA","TA","ALQ",666,0,409,1075,"GasA","Gd","Y",1507,0,0,0,0,2,0,4,1,"TA",7,"SomeAggedLvls",0,"SomeAggedLvls",1960,"Unf",1,404,"TA","TA","Y",0,0,0,0,0,0,0,8,2008,"WD ","Normal"
1256,159000,20,"RL",80,8000,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","SomeAggedLvls","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","SomeAggedLvls",476,488,292,1256,"GasA","Gd","Y",1256,0,0,1,0,1,1,3,1,"Gd",6,"Typ",0,"Attchd",1959,"RFn",1,311,"TA","TA","Y",0,240,0,0,0,0,0,5,2008,"WD ","Normal"
1027,125900,20,"RL",80,8000,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","SomeAggedLvls","MetalSd","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",520,319,188,1027,"GasA","TA","Y",1027,0,0,0,1,1,0,3,1,"TA",6,"Typ",0,"Attchd",1962,"Unf",1,299,"TA","TA","Y",0,0,0,0,0,0,0,11,2008,"WD ","Normal"
1269,155000,20,"RL",70,7931,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,1960,"Gable","CompShg","SomeAggedLvls","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",374,532,363,1269,"GasA","TA","Y",1269,0,0,0,0,1,1,3,1,"TA",6,"Typ",1,"Detchd",1964,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,0,6,2008,"WD ","Normal"
1320,138000,50,"RL",60,8064,"Pave","Reg","Lvl","Inside","Gtl","NAmes","SomeAggedLvls","Norm","1Fam","1.5Fin",6,6,1948,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","ALQ",315,0,453,768,"GasA","Ex","Y",819,501,0,0,0,2,0,3,1,"TA",5,"Typ",0,"Detchd",1994,"Unf",2,576,"TA","TA","Y",108,0,0,0,0,0,0,9,2008,"WD ","Normal"
984,112500,45,"RL",64,6390,"Pave","Reg","Lvl","Corner","Gtl","NAmes","SomeAggedLvls","Norm","1Fam","SomeAggedLvls",6,7,1954,1954,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Unf",0,0,936,936,"GasA","TA","Y",984,0,0,1,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1954,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,0,6,2008,"WD ","Normal"
832,105500,45,"RL",59,7227,"Pave","Reg","SomeAggedLvls","Corner","SomeAggedLvls","NAmes","SomeAggedLvls","Norm","1Fam","SomeAggedLvls",6,6,1954,1954,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Unf",0,0,832,832,"GasA","Gd","Y",832,0,0,0,0,1,0,2,1,"Gd",4,"Typ",0,"Detchd",1962,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,0,6,2008,"WD ","Normal"
1278,127500,50,"RL",60,7200,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",6,5,1954,1954,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",673,0,181,854,"GasA","SomeAggedLvls","Y",854,424,0,0,0,1,0,4,1,"TA",6,"Typ",0,"Attchd",1954,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,0,4,2008,"WD ","Normal"
1588,150000,50,"RL",60,7200,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",5,6,1955,1967,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","SomeAggedLvls","CBlock","TA","TA","GLQ",370,0,398,768,"GasA","Gd","Y",1024,564,0,0,0,1,1,3,1,"TA",6,"Typ",0,"Detchd",1955,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,0,3,2008,"WD ","Normal"
825,109500,20,"RL",60,7200,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,1954,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Unf",0,0,825,825,"GasA","TA","Y",825,0,0,0,1,1,0,2,1,"TA",4,"Typ",0,"Attchd",1954,"Unf",1,350,"TA","TA","Y",0,0,0,0,0,0,0,7,2008,"WD ","Normal"
1796,140000,60,"RL",71,7056,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,5,1963,1963,"Hip","CompShg","HdBoard","HdBoard","BrkFace",415,"TA","TA","CBlock","TA","TA","SomeAggedLvls",400,0,380,780,"GasA","TA","Y",983,813,0,1,0,1,1,4,1,"TA",8,"Typ",1,"Attchd",1963,"RFn",2,483,"TA","TA","Y",0,50,0,0,0,0,0,10,2008,"WD ","Normal"
1611,167900,60,"RL",80,9760,"Pave","Reg","Lvl","Inside","SomeAggedLvls","NAmes","Norm","Norm","1Fam","2Story",6,6,1964,1964,"Gable","CompShg","HdBoard","HdBoard","BrkFace",360,"TA","TA","CBlock","TA","TA","GLQ",674,106,0,780,"GasA","TA","Y",798,813,0,1,0,1,1,4,1,"TA",7,"Typ",0,"Attchd",1964,"RFn",2,442,"TA","TA","Y",328,128,0,0,189,0,0,6,2008,"WD ","Normal"
1117,136870,20,"RL",69,7590,"Pave","Reg","Lvl","Inside","Gtl","NAmes","SomeAggedLvls","Norm","1Fam","1Story",5,5,1963,1963,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Unf",0,0,1117,1117,"GasA","Ex","Y",1117,0,0,0,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1963,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,0,5,2008,"SomeAggedLvls","Normal"
1133,143000,20,"RM",56,9836,"Pave","Reg","SomeAggedLvls","Inside","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","1Story",6,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","GLQ",96,0,96,192,"GasA","Gd","SomeAggedLvls",1133,0,0,1,0,1,0,3,1,"TA",7,"Typ",0,"Detchd",2008,"Unf",1,308,"TA","TA","Y",0,175,0,0,0,0,0,12,2008,"WD ","SomeAggedLvls"
764,73000,30,"RM",30,5232,"Pave","SomeAggedLvls","SomeAggedLvls","Inside","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","1Story",5,5,1925,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","SomeAggedLvls","TA","Unf",0,0,680,680,"GasA","Gd","SomeAggedLvls",764,0,0,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1965,"Unf",2,504,"TA","TA","SomeAggedLvls",0,0,0,0,0,0,0,6,2008,"WD ","Normal"
1539,157500,70,"RM",60,10440,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",5,8,1904,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","Unf",0,0,650,650,"GasA","Gd","Y",958,581,0,0,0,2,0,3,1,"Gd",8,"Typ",1,"Detchd",1983,"Unf",2,686,"SomeAggedLvls","TA","SomeAggedLvls",70,78,68,0,0,0,0,6,2008,"WD ","Normal"
1323,122600,50,"RM",57,9184,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","1.5Fin",5,7,1948,2005,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"TA","TA","BrkTil","TA","TA","Unf",0,0,780,780,"GasA","Ex","Y",948,375,0,0,0,1,0,3,1,"TA",6,"Typ",0,"Detchd",1948,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,0,7,2008,"WD ","Normal"
1360,111000,70,"RM",80,4800,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",5,5,1910,2003,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"TA","TA","BrkTil","TA","SomeAggedLvls","Unf",0,0,680,680,"GasA","SomeAggedLvls","SomeAggedLvls",680,680,0,0,0,1,0,2,1,"TA",6,"Typ",0,"Attchd",1910,"Unf",1,330,"SomeAggedLvls","TA","Y",192,50,0,0,0,0,0,1,2008,"WD ","Normal"
2792,256000,50,"RM",60,10440,"Pave","Reg","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","CompShg","SomeAggedLvls","Wd Sdng","None",0,"Gd","SomeAggedLvls","BrkTil","Gd","TA","SomeAggedLvls",493,0,1017,1510,"SomeAggedLvls","Ex","Y",1584,1208,0,0,0,2,0,5,1,"TA",8,"SomeAggedLvls",2,"Detchd",1920,"Unf",2,520,"SomeAggedLvls","TA","Y",0,547,0,0,480,0,1150,6,2008,"WD ","Normal"
672,64000,30,"RM",60,4800,"Pave","Reg","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,4,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","SomeAggedLvls","TA","Unf",0,0,672,672,"GasA","TA","Y",672,0,0,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1950,"Unf",1,256,"TA","TA","Y",0,0,0,0,0,0,0,8,2008,"WD ","Normal"
1456,139500,75,"RM",60,6000,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","SomeAggedLvls",6,7,1915,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","BrkTil","TA","TA","Unf",0,0,728,728,"GasA","Gd","Y",728,728,0,0,0,1,1,4,1,"Gd",7,"Typ",0,"Detchd",1915,"Unf",1,308,"SomeAggedLvls","SomeAggedLvls","SomeAggedLvls",0,0,248,0,0,0,0,6,2008,"WD ","Normal"
2082,200000,50,"RM",63,11426,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Unf",0,0,1362,1362,"GasA","Ex","Y",1362,720,0,0,0,2,1,3,1,"Gd",6,"SomeAggedLvls",0,"Detchd",2003,"Unf",2,484,"TA","TA","SomeAggedLvls",280,238,0,0,0,0,0,6,2008,"WD ","Normal"
1656,119164,50,"RM",63,7628,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",4,6,1940,1985,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","SomeAggedLvls","BrkTil","TA","TA","Unf",0,0,801,801,"GasA","Gd","Y",1095,561,0,0,0,2,0,2,1,"TA",8,"SomeAggedLvls",0,"Detchd",1958,"Unf",2,440,"TA","TA","Y",187,0,0,0,0,0,0,5,2008,"WD ","Normal"
1740,122250,50,"RM",81,7308,"Pave","Reg","Lvl","Corner","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","1.5Fin",5,5,1920,1950,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"SomeAggedLvls","SomeAggedLvls","BrkTil","TA","TA","SomeAggedLvls",360,0,576,936,"GasA","Gd","SomeAggedLvls",960,780,0,0,0,1,0,2,1,"SomeAggedLvls",6,"Typ",1,"Detchd",1920,"Unf",1,225,"SomeAggedLvls","SomeAggedLvls","SomeAggedLvls",0,0,236,0,0,0,0,6,2008,"WD ","Normal"
1436,155000,190,"RM",60,10800,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","SomeAggedLvls","1.5Fin",6,6,1940,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",590,0,294,884,"GasA","TA","Y",884,552,0,0,0,2,0,3,2,"TA",8,"Typ",2,"Detchd",1940,"Unf",2,828,"TA","TA","Y",0,0,126,0,0,0,0,5,2008,"SomeAggedLvls","Normal"
899,78000,30,"RM",60,6756,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,6,1910,1950,"SomeAggedLvls","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","SomeAggedLvls","Unf",0,0,481,481,"GasA","TA","SomeAggedLvls",899,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1930,"Unf",1,200,"SomeAggedLvls","TA","SomeAggedLvls",0,0,96,0,0,0,0,9,2008,"WD ","Normal"
789,115000,20,"RM",50,6000,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","ALQ",104,169,516,789,"GasA","Ex","Y",789,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1948,"Unf",1,250,"TA","TA","Y",0,0,0,0,0,0,0,4,2008,"WD ","SomeAggedLvls"
1122,147000,20,"RM",100,12000,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,7,1948,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","GLQ",144,608,172,924,"GasA","Ex","Y",1122,0,0,1,0,1,0,2,1,"Gd",6,"Typ",0,"Attchd",1948,"Unf",2,528,"TA","TA","Y",0,36,0,0,0,0,0,5,2008,"WD ","Normal"
1499,140000,50,"RM",75,9000,"Pave","Reg","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",5,6,1946,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",445,0,459,904,"GasA","Ex","Y",904,595,0,0,0,1,0,3,1,"TA",5,"Typ",1,"Detchd",1959,"Unf",3,869,"TA","SomeAggedLvls","Y",0,20,0,0,0,0,0,6,2008,"WD ","Normal"
407,46500,20,"RM",62,7311,"Pave","Reg","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",2,5,1946,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","SomeAggedLvls","BrkTil","TA","TA","Unf",0,0,407,407,"GasA","TA","SomeAggedLvls",407,0,0,0,0,1,0,1,1,"TA",3,"Typ",0,"Detchd",1949,"Unf",1,297,"SomeAggedLvls","TA","Y",76,0,120,0,0,0,0,3,2008,"WD ","SomeAggedLvls"
928,112500,20,"RM",50,6000,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,6,1957,1957,"Hip","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",308,0,620,928,"GasA","Gd","Y",928,0,0,0,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1957,"Fin",1,288,"TA","TA","Y",0,0,0,0,0,0,0,6,2008,"WD ","Normal"
901,107900,20,"RM",50,6000,"Pave","Reg","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",4,7,1954,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Unf",0,0,901,901,"GasA","Ex","Y",901,0,0,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1954,"Unf",1,281,"SomeAggedLvls","TA","Y",0,0,0,0,0,0,0,8,2008,"WD ","Normal"
3493,295000,75,"RM",87,18386,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","SomeAggedLvls",7,9,1880,2002,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"TA","TA","BrkTil","TA","TA","Unf",0,0,1470,1470,"GasA","Ex","Y",1675,1818,0,0,0,3,0,3,1,"Gd",10,"Typ",1,"Attchd",2003,"Unf",3,870,"TA","TA","Y",302,0,0,0,0,0,0,5,2008,"WD ","Normal"
